,Production Budget,Director Twitter following,Top 3,Cast Twitter Following,Avg English Score,Rare English Score,Common English Score,Target
0,0.6728808714423731,-0.19560742078055746,-0.2631603557981336,-0.42872359890914097,-1.0533119542711218,0.7032593094758689,-0.3237459202810096,2327129.0
1,1.6077058517942675,0.6385408198873677,-0.28308571128721866,-0.33025044032031736,0.8938835462454984,0.7032593094758689,-0.11957400312283856,3636354.0
2,1.6077058517942675,-0.1993571539342464,-0.2842654580464917,0.20798433490601284,-0.2276588857022643,-0.6316265148289815,1.1065264627432383,16498652.0
3,1.6077058517942675,-0.07157222817273863,-0.2418618034964833,-0.3923757871328805,-0.2971055099496305,0.7032593094758689,-0.3130562911104226,18227813.0
4,1.8414120968822407,2.025443505293236,-0.192769554155508,-0.11991123365839162,0.7172685699759054,0.5661410157718518,0.8852511389121328,23017894.0
5,1.8414120968822407,-0.1858131921769124,1.2029199709923404,0.9350196259574732,-0.6743383203114147,-0.7150429327237806,0.5613553750434129,24412677.0
6,1.997216260274224,-0.20310974838755647,-0.06648774789290245,0.22048114525211387,-0.7603141302164441,0.7032593094758689,-0.411400879479804,24798502.0
7,1.2181954433143116,-0.20339802432440046,-0.2304777980719387,-0.3890227588340193,0.496858653003709,0.5103751135724538,-0.43171117490391503,28272632.0
8,1.6077058517942675,-0.20183289343155966,-0.2842945939512717,2.3449262259723405,0.02694074559357652,0.7032593094758689,-0.5503660586974064,29883157.0
9,1.6077058517942675,-0.1947454542696465,0.8807730229064463,0.6414018726608469,1.4218934521314297,0.7032593094758689,-0.5204350970197691,31030624.0
10,1.6077058517942675,-0.1922139194297181,-0.2815048568070164,-0.4308238449598221,-0.1858155790160995,-0.9205716146210532,2.007662201823538,32490674.0
11,1.919314178578232,-0.13351292704932613,-0.2591234372033299,-0.4169351108263729,-1.4978398829894686,-2.2215776543952948,0.3069422007834955,38545589.0
12,0.6728808714423731,-0.2034252066708027,-0.1916076183910298,-0.2759286174773257,-0.9148800960772542,-1.4540573545679254,-0.17729800064399656,42061112.0
13,0.7507829531383643,-0.17358972019479954,-0.2831743544462844,-0.006664954898287018,-0.5896069057125142,-0.7611209272719979,-0.3344355494515933,50780216.0
14,0.8286850348343555,0.5259780081110753,-0.2802318339709564,0.08705607051552798,0.7627409164089615,0.7032593094758689,-0.4915730982591901,51716492.0
15,1.8414120968822407,-0.19169244757373965,0.0009451931690516648,-0.09822955654019476,-0.35681844853851946,-0.5522451755528154,-0.36864236279746576,52581232.0
16,1.6077058517942675,-0.09860149504517036,0.18671119208247647,-0.005825148805523205,-1.6104323788655428,-2.8346678716064613,0.20432176074588126,56445654.0
17,1.8414120968822407,-0.2023221756667989,-0.22471650750130265,-0.3866687280212154,2.3694839122114306,0.7032593094758689,-0.3184011056957161,57527828.0
18,1.8414120968822407,-0.12820664690166034,-0.0854124961079344,-0.25782235998766284,0.6704136345771211,0.7032593094758689,-0.5589177620338744,61855714.0
19,0.8286850348343555,1.620694790740394,-0.2823075870175105,0.1926731732451832,1.227327066914614,0.7032593094758689,-0.535400577858588,64672551.0
20,1.6856079334902587,-0.2022785408475743,0.3006341240782688,0.10037142966055784,-0.2686393557254442,0.7032593094758689,-0.2895391069351371,65239044.0
21,0.7507829531383643,-0.187328965651286,-0.2766457497472896,-0.4348575832823413,-0.5398041443837299,0.7032593094758689,0.6607689263298516,65259171.0
22,0.9844891982263378,-0.20183289343155966,-0.2792874394319206,-0.33413512338815793,1.0384756369459698,0.7032593094758689,0.2716664245205656,66246092.0
23,1.8414120968822407,-0.12209133428607738,-0.272814223838126,-0.4310488100425602,0.09547705890540716,0.07603701968332549,0.161563244063543,67641920.0
24,1.6077058517942675,-0.19609026509164865,-0.2777325292909571,-0.4166558109567024,0.8823420380109054,0.7032593094758689,-0.38040095488510695,67719421.0
25,0.6728808714423731,-0.2032020253003428,-0.2547247392113637,0.30325447369252984,-1.2565602603042112,-1.9223868019817312,-0.008401859748755448,69092501.0
26,1.6077058517942675,-0.1787250376900938,-0.2842875930978263,-0.4343957375934149,-0.3680458279449039,-0.6602625566386119,-0.240366812750448,70272851.0
27,1.5298037700982765,-0.2033221998844366,-0.2840520349701348,-0.4340236872892087,1.9176213067095398,0.7032593094758689,-0.4231594715674474,72508224.0
